,correct,QuestionLink,section type,optA,optB,optC,optD,category,usedFor,lang,source
1,b,https://i.imgur.com/3q3QVGh.png,locopilot_electrical,A,B,C,D,14.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
2,c,https://i.imgur.com/0ambt3P.png,locopilot_electrical,A,B,C,D,14.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
3,b,https://i.imgur.com/ycF9UBZ.png,locopilot_electrical,A,B,C,D,14.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
4,d,https://i.imgur.com/2LAfujw.png,locopilot_electrical,A,B,C,D,14.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
5,b,https://i.imgur.com/eOjSwpA.png,locopilot_electrical,A,B,C,D,14.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
7,b,https://i.imgur.com/eH3dl5Y.png,locopilot_electrical,A,B,C,D,14.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
8,c,https://i.imgur.com/YQ6bDRh.png,locopilot_electrical,A,B,C,D,14.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
9,c,https://i.imgur.com/LoSziZt.png,locopilot_electrical,A,B,C,D,14.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
10,a,https://i.imgur.com/nqYNEho.png,locopilot_electrical,A,B,C,D,14.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
11,b,https://i.imgur.com/xfmkg6J.png,locopilot_electrical,A,B,C,D,14.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
12,c,https://i.imgur.com/OfFUUwz.png,locopilot_electrical,A,B,C,D,14.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
13,d,https://i.imgur.com/JdcQqlK.png,locopilot_electrical,A,B,C,D,14.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
14,c,https://i.imgur.com/32zEB9p.png,locopilot_electrical,A,B,C,D,14.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
15,c,https://i.imgur.com/ajr23SF.png,locopilot_electrical,A,B,C,D,14.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
16,b,https://i.imgur.com/OFoYh0z.png,locopilot_electrical,A,B,C,D,14.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
17,d,https://i.imgur.com/0IHrt9p.png,locopilot_electrical,A,B,C,D,14.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
18,b,https://i.imgur.com/Trnl65Z.png,locopilot_electrical,A,B,C,D,14.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
19,d,https://i.imgur.com/0lAeThb.png,locopilot_electrical,A,B,C,D,14.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
