SL.NO.,correct,QuestionLink,section Type,optA,optB,optC,optD,category,usedFor,lang,source
1,A,https://i.imgur.com/8mUxayW.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
2,B,https://i.imgur.com/8stahlg.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
3,C,https://i.imgur.com/3AMrLvd.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
4,B,https://i.imgur.com/g4Vhaq7.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
5,B,https://i.imgur.com/4UHNi14.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
6,C,https://i.imgur.com/1tFxpBM.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
7,D,https://i.imgur.com/lgLAgWc.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
8,B,https://i.imgur.com/NOiq4ul.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
9,D,https://i.imgur.com/RPmohhC.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
10,B,https://i.imgur.com/M7x6uhc.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
11,C,https://i.imgur.com/u26Vg7H.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
12,A,https://i.imgur.com/jLP3lg7.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
13,C,https://i.imgur.com/S9UTLBV.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
14,C,https://i.imgur.com/Pttg7Yf.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
15,C,https://i.imgur.com/URjseIw.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
16,B,https://i.imgur.com/tb7iUv7.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
17,A,https://i.imgur.com/FPsfKwF.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
18,C,https://i.imgur.com/mnjXRxm.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
19,C,https://i.imgur.com/HiX4m6n.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
20,C,https://i.imgur.com/BOJs3ul.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
21,A,https://i.imgur.com/1dkX8r2.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
22,A,https://i.imgur.com/BQg8Kp5.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
23,D,https://i.imgur.com/lMRhNgN.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
24,C,https://i.imgur.com/DnTNOcc.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
25,A,https://i.imgur.com/m7moYzg.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
26,A,https://i.imgur.com/HlV2sZq.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
27,A,https://i.imgur.com/aG2vSdp.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
28,A,https://i.imgur.com/DqTElBV.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
29,A,https://i.imgur.com/6JyaPbj.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
31,A,https://i.imgur.com/A304S7p.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
32,C,https://i.imgur.com/3zOXgiK.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
33,B,https://i.imgur.com/tarq0pj.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
34,B,https://i.imgur.com/VwAi7QM.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
35,A,https://i.imgur.com/l68N40T.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
36,B,https://i.imgur.com/2Qz4uNz.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
37,A,https://i.imgur.com/Xg4HG00.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
38,A,https://i.imgur.com/wKbeNrl.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
39,A,https://i.imgur.com/5Y80GSS.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
40,B,https://i.imgur.com/vKqZdsB.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
41,D,https://i.imgur.com/iobXD65.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
42,A,https://i.imgur.com/J2Uemjw.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
43,A,https://i.imgur.com/3G6sFp5.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
44,A,https://i.imgur.com/apoYMZb.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
46,C,https://i.imgur.com/F7NjrJX.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
47,A,https://i.imgur.com/pgZYydB.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
48,D,https://i.imgur.com/AZfXSMB.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
49,A,https://i.imgur.com/rkMtVzR.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
50,B,https://i.imgur.com/bpOoCQl.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
51,A,https://i.imgur.com/8v8jqqf.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
52,B,https://i.imgur.com/Bv9RStj.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
53,C,https://i.imgur.com/O3DzyRB.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
